project_type,discovery_path,remediation_actions,repair_lag_days,clean_body_len
Traditional,Official_Advisory,Standard_Fix,0,370
Traditional,Silent_Commit,Logic_Patching|Semantic_Alignment,0,2209
Traditional,Internal_Audit,Logic_Patching|Defensive_Doc,11,4635
Traditional,Silent_Commit,Defensive_Doc,0,118
Traditional,Silent_Commit,Standard_Fix,0,0
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment,0,4439
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,0,948
AI-Agent,Silent_Commit,Config_Hardening|Defensive_Doc,0,4466
AI-Agent,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,4959
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,1327
AI-Agent,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,0,6403
AI-Agent,Internal_Audit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,11018
Traditional,Silent_Commit,Defensive_Doc,0,567
AI-Agent,Silent_Commit,Config_Hardening|Semantic_Alignment|Defensive_Doc,0,1850
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,1709
Traditional,Silent_Commit,Config_Hardening|Defensive_Doc,0,1608
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,4313
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,4219
AI-Agent,Internal_Audit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,3,5504
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,5064
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment,0,4954
AI-Agent,Silent_Commit,Logic_Patching|Config_Hardening,0,877
Traditional,Internal_Audit,Config_Hardening|Defensive_Doc,5,1605
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,0,2882
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,2,1714
AI-Agent,Internal_Audit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,12806
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment,0,6855
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,6,6908
AI-Agent,Silent_Commit,Defensive_Doc,0,338
AI-Agent,Silent_Commit,Logic_Patching|Semantic_Alignment,0,3429
Traditional,Silent_Commit,Logic_Patching|Config_Hardening,0,5486
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,0,2503
Traditional,Silent_Commit,Config_Hardening|Semantic_Alignment|Defensive_Doc,2,3594
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,4388
AI-Agent,Silent_Commit,Config_Hardening|Defensive_Doc,1,4658
AI-Agent,Community_Report,Config_Hardening|Defensive_Doc,22,4657
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,8,5161
Traditional,Silent_Commit,Config_Hardening|Defensive_Doc,0,1133
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,4224
Traditional,Silent_Commit,Defensive_Doc,0,2035
Traditional,Silent_Commit,Standard_Fix,0,0
Traditional,Internal_Audit,Logic_Patching|Config_Hardening|Defensive_Doc,0,3131
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,4285
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,4219
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,2682
Traditional,Silent_Commit,Defensive_Doc,0,807
Traditional,Silent_Commit,Config_Hardening|Defensive_Doc,1,18716
Traditional,Silent_Commit,Config_Hardening|Semantic_Alignment|Defensive_Doc,10,4063
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,10,6350
Traditional,Internal_Audit,Logic_Patching|Semantic_Alignment,8,3939
Traditional,Silent_Commit,Config_Hardening|Semantic_Alignment|Defensive_Doc,0,3977
AI-Agent,Official_Advisory,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,49,3089
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,0,2678
Traditional,Silent_Commit,Standard_Fix,0,0
Traditional,Silent_Commit,Config_Hardening|Defensive_Doc,1,18686
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,5,797
Traditional,Silent_Commit,Config_Hardening|Defensive_Doc,0,18716
Traditional,Silent_Commit,Config_Hardening|Defensive_Doc,0,610
Traditional,Internal_Audit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,6617
Traditional,Silent_Commit,Config_Hardening|Semantic_Alignment|Defensive_Doc,5,2125
Traditional,Silent_Commit,Config_Hardening|Defensive_Doc,1,18520
Traditional,Internal_Audit,Logic_Patching|Defensive_Doc,0,4713
Traditional,Internal_Audit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,5069
Traditional,Official_Advisory,Config_Hardening,0,835
Traditional,Silent_Commit,Config_Hardening|Defensive_Doc,0,908
Traditional,Silent_Commit,Config_Hardening|Defensive_Doc,0,18686
Traditional,Silent_Commit,Defensive_Doc,0,594
Traditional,Official_Advisory,Config_Hardening,0,114
Traditional,Silent_Commit,Config_Hardening|Defensive_Doc,1,18716
Traditional,Silent_Commit,Logic_Patching|Config_Hardening,0,1136
AI-Agent,Silent_Commit,Config_Hardening|Defensive_Doc,2,1200
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,10381
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,0,19667
Traditional,Silent_Commit,Config_Hardening|Semantic_Alignment|Defensive_Doc,0,4547
Traditional,Silent_Commit,Config_Hardening|Semantic_Alignment|Defensive_Doc,1,3257
Traditional,Silent_Commit,Config_Hardening|Defensive_Doc,0,18520
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,4,13446
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,6368
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,8873
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,4542
Traditional,Official_Advisory,Logic_Patching|Config_Hardening|Defensive_Doc,40,9205
AI-Agent,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,1564
Traditional,Silent_Commit,Defensive_Doc,0,594
Traditional,Silent_Commit,Defensive_Doc,0,559
Traditional,Official_Advisory,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,29647
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,4468
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,8,4077
Traditional,Silent_Commit,Config_Hardening|Defensive_Doc,1,18686
AI-Agent,Internal_Audit,Logic_Patching|Config_Hardening|Defensive_Doc,0,4950
Traditional,Silent_Commit,Defensive_Doc,0,704
Traditional,Silent_Commit,Config_Hardening|Defensive_Doc,0,18716
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,0,2182
Traditional,Silent_Commit,Defensive_Doc,0,607
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,2,10701
Traditional,Silent_Commit,Config_Hardening|Defensive_Doc,1,18520
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,4468
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,16,3751
Traditional,Silent_Commit,Logic_Patching|Defensive_Doc,0,809
Traditional,Official_Advisory,Config_Hardening|Defensive_Doc,18,3039
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,4468
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,2,10919
Traditional,Silent_Commit,Config_Hardening|Defensive_Doc,0,18709
Traditional,Silent_Commit,Config_Hardening|Semantic_Alignment|Defensive_Doc,5,2343
Traditional,Silent_Commit,Config_Hardening|Semantic_Alignment|Defensive_Doc,0,658
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,4468
AI-Agent,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,0,1481
Traditional,Official_Advisory,Config_Hardening,0,828
Traditional,Silent_Commit,Config_Hardening|Defensive_Doc,0,18716
Traditional,Silent_Commit,Logic_Patching|Defensive_Doc,0,5719
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,8,12763
Traditional,Silent_Commit,Config_Hardening|Semantic_Alignment|Defensive_Doc,0,6402
Traditional,Silent_Commit,Logic_Patching,0,62
Traditional,Silent_Commit,Logic_Patching|Defensive_Doc,0,645
Traditional,Silent_Commit,Defensive_Doc,0,609
AI-Agent,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,0,2925
Traditional,Silent_Commit,Config_Hardening|Defensive_Doc,0,623
Traditional,Silent_Commit,Config_Hardening|Defensive_Doc,0,18520
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,0,2422
AI-Agent,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,4,8085
Traditional,Silent_Commit,Semantic_Alignment|Defensive_Doc,0,1413
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,3444
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,4224
Traditional,Silent_Commit,Config_Hardening|Defensive_Doc,1,18709
AI-Agent,Silent_Commit,Config_Hardening|Defensive_Doc,0,831
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,1,1670
Traditional,Silent_Commit,Logic_Patching|Config_Hardening,0,573
Traditional,Silent_Commit,Config_Hardening|Defensive_Doc,0,18716
Traditional,Silent_Commit,Config_Hardening|Defensive_Doc,0,761
Traditional,Silent_Commit,Config_Hardening|Defensive_Doc,0,410
Traditional,Silent_Commit,Config_Hardening|Defensive_Doc,1,17700
AI-Agent,Silent_Commit,Logic_Patching|Semantic_Alignment|Defensive_Doc,76,1380
Traditional,Internal_Audit,Logic_Patching|Defensive_Doc,0,3864
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,4301
Traditional,Official_Advisory,Config_Hardening,0,835
Traditional,Silent_Commit,Config_Hardening|Defensive_Doc,8,4142
Traditional,Silent_Commit,Standard_Fix,1,758
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,9687
Traditional,Internal_Audit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,3354
Traditional,Silent_Commit,Config_Hardening|Defensive_Doc,0,18520
AI-Agent,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,4404
Traditional,Silent_Commit,Config_Hardening|Defensive_Doc,0,409
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,0,2118
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,0,5759
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,3,23264
Traditional,Silent_Commit,Defensive_Doc,0,531
Traditional,Silent_Commit,Config_Hardening|Defensive_Doc,0,18709
Traditional,Silent_Commit,Config_Hardening|Defensive_Doc,0,18716
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,1,8292
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,11,4095
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,0,2754
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,8548
Traditional,Silent_Commit,Config_Hardening|Defensive_Doc,0,17700
AI-Agent,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,4415
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,2213
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment,0,1567
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,0,2752
Traditional,Silent_Commit,Config_Hardening|Semantic_Alignment|Defensive_Doc,1,2934
AI-Agent,Silent_Commit,Config_Hardening|Semantic_Alignment,0,833
Traditional,Silent_Commit,Standard_Fix,0,1339
Traditional,Silent_Commit,Config_Hardening|Defensive_Doc,0,18520
AI-Agent,Silent_Commit,Config_Hardening|Defensive_Doc,3,4237
Traditional,Internal_Audit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,11331
Traditional,Silent_Commit,Standard_Fix,0,35
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,4746
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,5613
Traditional,Silent_Commit,Config_Hardening|Defensive_Doc,0,18709
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,0,1822
Traditional,Silent_Commit,Config_Hardening|Defensive_Doc,0,1600
Traditional,Silent_Commit,Config_Hardening|Defensive_Doc,1,18716
Traditional,Silent_Commit,Config_Hardening|Semantic_Alignment|Defensive_Doc,4,2934
Traditional,Silent_Commit,Config_Hardening|Defensive_Doc,1,17700
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,0,649
Traditional,Silent_Commit,Logic_Patching|Config_Hardening,0,1600
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,2,5947
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,8,5692
Traditional,Official_Advisory,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,2,18491
Traditional,Silent_Commit,Logic_Patching,0,1836
AI-Agent,Silent_Commit,Logic_Patching|Config_Hardening,0,1995
Traditional,Silent_Commit,Logic_Patching|Semantic_Alignment|Defensive_Doc,4,2255
Traditional,Official_Advisory,Config_Hardening,0,849
Traditional,Internal_Audit,Config_Hardening|Defensive_Doc,2,1831
Traditional,Official_Advisory,Config_Hardening,0,849
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,4,14165
Traditional,Silent_Commit,Config_Hardening|Defensive_Doc,0,18520
AI-Agent,Silent_Commit,Logic_Patching|Config_Hardening,0,2241
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,4,5453
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment,0,5269
Traditional,Silent_Commit,Logic_Patching|Defensive_Doc,0,505
Traditional,Silent_Commit,Config_Hardening|Defensive_Doc,1,18709
Traditional,Silent_Commit,Logic_Patching,0,1461
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,1,2756
Traditional,Silent_Commit,Config_Hardening|Defensive_Doc,1,18716
Traditional,Silent_Commit,Config_Hardening|Defensive_Doc,0,2583
Traditional,Silent_Commit,Config_Hardening|Defensive_Doc,1,17700
AI-Agent,Silent_Commit,Logic_Patching|Defensive_Doc,63,2195
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,3,5167
AI-Agent,Silent_Commit,Config_Hardening|Semantic_Alignment|Defensive_Doc,0,8546
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,5,6089
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,5,6016
Traditional,Silent_Commit,Config_Hardening|Defensive_Doc,1,18520
Traditional,Silent_Commit,Logic_Patching,0,327
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,6059
Traditional,Silent_Commit,Config_Hardening|Defensive_Doc,0,18709
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,5613
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,1,17713
Traditional,Silent_Commit,Logic_Patching,0,3169
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,3,8154
Traditional,Silent_Commit,Config_Hardening|Defensive_Doc,1,18716
Traditional,Internal_Audit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,7111
Traditional,Official_Advisory,Config_Hardening,0,849
Traditional,Community_Report,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,27422
Traditional,Silent_Commit,Config_Hardening|Defensive_Doc,1,17700
Traditional,Silent_Commit,Config_Hardening|Semantic_Alignment|Defensive_Doc,0,1056
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,158,1794
Traditional,Silent_Commit,Config_Hardening|Defensive_Doc,0,619
Traditional,Silent_Commit,Config_Hardening|Defensive_Doc,0,18520
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,2,6209
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,2,6105
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,0,2967
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,8082
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,6012
Traditional,Silent_Commit,Config_Hardening|Defensive_Doc,1,18709
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,12022
AI-Agent,Silent_Commit,Config_Hardening|Defensive_Doc,0,1626
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,1,10191
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,7768
Traditional,Official_Advisory,Config_Hardening,0,840
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,2,6499
Traditional,Silent_Commit,Semantic_Alignment|Defensive_Doc,1,2189
Traditional,Silent_Commit,Config_Hardening|Defensive_Doc,1,18716
Traditional,Silent_Commit,Logic_Patching|Semantic_Alignment|Defensive_Doc,0,2131
Traditional,Silent_Commit,Config_Hardening|Defensive_Doc,0,17700
Traditional,Internal_Audit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,7,3552
AI-Agent,Silent_Commit,Standard_Fix,0,0
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment,0,2977
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,6096
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,2,6251
Traditional,Silent_Commit,Config_Hardening|Defensive_Doc,1,18585
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,2,6133
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,6139
Traditional,Silent_Commit,Logic_Patching|Config_Hardening,0,1320
AI-Agent,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,4,932
Traditional,Silent_Commit,Config_Hardening|Defensive_Doc,0,18520
Traditional,Official_Advisory,Config_Hardening,0,828
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,2,4767
Traditional,Silent_Commit,Config_Hardening|Defensive_Doc,0,1036
Traditional,Official_Advisory,Config_Hardening|Defensive_Doc,231,3095
Traditional,Silent_Commit,Config_Hardening|Defensive_Doc,1,18709
Traditional,Silent_Commit,Logic_Patching|Config_Hardening,0,879
Traditional,Silent_Commit,Config_Hardening|Defensive_Doc,0,18716
Traditional,Silent_Commit,Config_Hardening|Defensive_Doc,0,551
Traditional,Silent_Commit,Config_Hardening|Defensive_Doc,1,17700
Traditional,Silent_Commit,Config_Hardening|Defensive_Doc,0,611
Traditional,Silent_Commit,Logic_Patching|Defensive_Doc,0,807
AI-Agent,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,0,3661
Traditional,Internal_Audit,Logic_Patching|Config_Hardening|Defensive_Doc,73,3026
AI-Agent,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,0,3434
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,3,19295
AI-Agent,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,22,10272
Traditional,Silent_Commit,Config_Hardening|Defensive_Doc,1,18520
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,12569
Traditional,Silent_Commit,Config_Hardening|Defensive_Doc,1,18585
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,0,730
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,2,6240
Traditional,Silent_Commit,Standard_Fix,0,125
Traditional,Silent_Commit,Config_Hardening|Defensive_Doc,0,18709
Traditional,Official_Advisory,Config_Hardening,0,849
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,6240
Traditional,Official_Advisory,Config_Hardening,0,851
Traditional,Silent_Commit,Config_Hardening|Defensive_Doc,0,18716
Traditional,Silent_Commit,Standard_Fix,0,0
Traditional,Silent_Commit,Config_Hardening|Defensive_Doc,1,17700
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,2,6286
Traditional,Silent_Commit,Standard_Fix,0,35
Traditional,Internal_Audit,Config_Hardening|Defensive_Doc,0,5874
AI-Agent,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,5772
AI-Agent,Silent_Commit,Config_Hardening|Defensive_Doc,0,801
Traditional,Internal_Audit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,8258
Traditional,Silent_Commit,Config_Hardening|Defensive_Doc,0,18520
Traditional,Silent_Commit,Config_Hardening|Defensive_Doc,1,18585
Traditional,Internal_Audit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,9201
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,6297
Traditional,Silent_Commit,Config_Hardening|Defensive_Doc,0,2094
Traditional,Silent_Commit,Config_Hardening|Defensive_Doc,1,18709
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,2,6621
Traditional,Silent_Commit,Config_Hardening|Defensive_Doc,5,3416
Traditional,Silent_Commit,Config_Hardening|Semantic_Alignment|Defensive_Doc,0,3083
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment,0,596
Traditional,Silent_Commit,Config_Hardening|Defensive_Doc,1,18716
Traditional,Silent_Commit,Config_Hardening|Defensive_Doc,0,17700
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,40,1059
Traditional,Silent_Commit,Config_Hardening|Semantic_Alignment|Defensive_Doc,0,1348
Traditional,Official_Advisory,Config_Hardening|Defensive_Doc,0,9147
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,12049
Traditional,Silent_Commit,Config_Hardening|Defensive_Doc,0,18520
Traditional,Silent_Commit,Config_Hardening|Defensive_Doc,0,2168
Traditional,Silent_Commit,Config_Hardening|Defensive_Doc,0,18585
Traditional,Silent_Commit,Config_Hardening,0,753
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,3,6747
Traditional,Silent_Commit,Config_Hardening|Defensive_Doc,0,18709
AI-Agent,Internal_Audit,Logic_Patching|Config_Hardening|Defensive_Doc,1,2907
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,5,6843
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,0,2124
Traditional,Silent_Commit,Config_Hardening|Defensive_Doc,1,18716
Traditional,Silent_Commit,Config_Hardening|Defensive_Doc,1,17700
Traditional,Silent_Commit,Defensive_Doc,0,541
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,0,1156
Traditional,Official_Advisory,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,17191
Traditional,Official_Advisory,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,11726
Traditional,Silent_Commit,Config_Hardening|Defensive_Doc,1,18520
Traditional,Silent_Commit,Config_Hardening|Defensive_Doc,0,754
Traditional,Silent_Commit,Config_Hardening|Defensive_Doc,0,18585
Traditional,Community_Report,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,25192
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,12128
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,32680
AI-Agent,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,14,6312
Traditional,Silent_Commit,Config_Hardening|Defensive_Doc,1,18678
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,3,6804
Traditional,Silent_Commit,Config_Hardening|Semantic_Alignment|Defensive_Doc,7,5182
Traditional,Silent_Commit,Config_Hardening,0,808
Traditional,Silent_Commit,Config_Hardening|Defensive_Doc,0,18716
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,19920
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,1,1628
Traditional,Silent_Commit,Config_Hardening|Defensive_Doc,0,17700
AI-Agent,Silent_Commit,Standard_Fix,0,0
Traditional,Internal_Audit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,11364
Traditional,Internal_Audit,Config_Hardening|Defensive_Doc,10,2612
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,0,8108
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,3,6827
AI-Agent,Silent_Commit,Standard_Fix,0,0
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,180,1805
Traditional,Silent_Commit,Config_Hardening|Defensive_Doc,1,18520
Traditional,Silent_Commit,Config_Hardening|Defensive_Doc,0,18585
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment,73,5152
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Defensive_Doc,2,7696
Traditional,Official_Advisory,Config_Hardening|Semantic_Alignment|Defensive_Doc,0,5685
Traditional,Silent_Commit,Config_Hardening|Defensive_Doc,0,18678
Traditional,Silent_Commit,Config_Hardening|Defensive_Doc,0,822
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,2,3085
Traditional,Silent_Commit,Logic_Patching|Config_Hardening|Semantic_Alignment|Defensive_Doc,0,5415
Traditional,Silent_Commit,Config_Hardening|Defensive_Doc,1,18716
Traditional,Silent_Commit,Config_Hardening|Defensive_Doc,0,3482
